id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,promedio_ticket,total_gastado,fecha_primer_compra,fecha_ultima_compra,dias_desde_ultima,recomendaciones,costo_adquisicion
C05938,16,M,42069,TikTok,34,3,38,114,2024-02-13,2025-02-09,51,0,9
C05939,23,M,18000,Instagram,34,1,46,46,2023-07-13,2025-03-13,19,0,12
C05940,18,M,30278,Instagram,27,3,39,117,2023-12-02,2025-02-24,36,2,17
C05941,18,M,42896,TikTok,33,3,10,30,2023-01-27,2024-10-28,155,0,14
C05942,39,M,83865,Instagram,36,1,19,19,2023-11-09,2025-03-11,21,0,11
C05943,34,M,70635,Instagram,34,2,18,36,2024-07-31,2025-03-05,27,0,21
C05944,56,M,79226,Facebook,19,3,100,300,2022-09-29,2025-03-06,26,0,29
C05945,31,F,58845,Instagram,26,2,40,80,2023-11-19,2024-11-19,133,0,16
C05946,25,M,45045,Instagram,42,2,42,84,2023-12-03,2025-03-13,19,2,12
C05947,22,M,22407,Instagram,23,1,53,53,2022-11-21,2025-01-06,85,3,20
C05948,25,F,37969,TikTok,48,1,16,16,2022-06-10,2024-11-16,136,2,5
C05949,28,F,90061,Instagram,43,4,21,84,2023-12-22,2024-12-03,119,0,20
C05950,35,M,45717,Facebook,19,2,94,188,2022-09-13,2025-02-19,41,2,22
C05951,48,F,64137,Facebook,19,4,71,284,2024-04-25,2025-01-30,61,0,25
C05952,28,F,40979,TikTok,38,3,36,108,2024-01-04,2024-10-04,179,0,10
C05953,29,M,23177,Instagram,23,2,59,118,2023-07-18,2025-03-06,26,0,14
C05954,39,M,41719,Instagram,31,2,45,90,2023-11-11,2024-11-16,136,0,20
C05955,26,F,48630,Instagram,20,4,41,164,2023-08-18,2025-03-22,10,0,11
C05956,22,F,56147,Instagram,25,3,47,141,2023-03-28,2024-12-21,101,1,18
C05957,49,M,59959,Facebook,10,2,58,116,2022-05-31,2024-11-10,142,0,26
C05958,24,F,18000,Instagram,31,2,49,98,2023-12-26,2024-11-21,131,0,20
C05959,49,F,79677,Facebook,9,3,48,144,2022-10-04,2024-12-28,94,1,29
C05960,22,M,18000,TikTok,43,2,25,50,2022-12-07,2024-12-11,111,0,16
C05961,25,M,32602,Instagram,31,2,48,96,2023-01-07,2025-02-09,51,0,24
C05962,24,F,38158,Instagram,36,2,60,120,2024-01-07,2025-01-18,73,0,23
C05963,50,M,61498,Facebook,17,3,63,189,2023-01-07,2025-02-21,39,1,31
C05964,27,M,18000,Instagram,27,1,54,54,2023-09-29,2024-10-05,178,1,25
C05965,25,F,37660,TikTok,37,2,33,66,2023-09-23,2024-10-29,154,0,15
C05966,21,M,54376,Instagram,36,2,17,34,2022-10-25,2025-03-04,28,1,13
C05967,21,M,29180,Instagram,27,3,47,141,2023-09-11,2025-02-01,59,1,17
C05968,51,F,68783,Facebook,13,2,46,92,2022-09-22,2025-03-10,22,1,26
C05969,26,M,18000,TikTok,29,3,28,84,2023-06-21,2024-11-08,144,0,8
C05970,29,F,48038,TikTok,49,2,27,54,2024-02-07,2025-03-17,15,1,18
C05971,53,F,41333,Facebook,15,2,77,154,2023-04-05,2024-12-12,110,0,19
C05972,20,M,30487,TikTok,44,2,31,62,2023-05-29,2025-03-17,15,1,20
C05973,26,M,18000,Instagram,25,2,15,30,2024-07-17,2025-03-01,31,0,20
C05974,18,M,61188,TikTok,45,4,16,64,2023-03-31,2024-10-04,179,0,18
C05975,50,F,47303,Facebook,11,2,73,146,2024-03-15,2024-10-20,163,2,21
C05976,24,M,56437,TikTok,44,4,21,84,2023-08-31,2025-01-31,60,0,8
C05977,18,M,39585,TikTok,41,2,25,50,2023-11-20,2025-02-19,41,0,14
C05978,16,M,18000,TikTok,42,2,31,62,2023-05-25,2025-02-01,59,0,14
C05979,33,M,18000,Facebook,19,3,58,174,2022-11-04,2024-12-29,93,0,32
C05980,16,F,19044,TikTok,46,2,16,32,2023-05-10,2025-01-19,72,1,17
C05981,33,M,55409,Instagram,27,2,15,30,2022-12-04,2025-02-26,34,0,18
C05982,25,M,35108,Instagram,29,3,34,102,2024-03-15,2024-10-08,175,0,24
C05983,22,M,25714,Instagram,31,2,31,62,2023-07-17,2024-12-30,92,0,10
C05984,40,F,32232,Facebook,23,2,101,202,2024-04-05,2025-03-13,19,0,18
C05985,22,M,18000,TikTok,51,2,29,58,2024-04-04,2024-12-30,92,0,5
C05986,31,M,57472,Facebook,16,2,97,194,2023-05-09,2025-01-21,70,0,30
C05987,31,M,42133,Facebook,18,3,65,195,2023-07-09,2025-02-25,35,2,22
C05988,25,F,23592,Instagram,40,3,30,90,2023-04-23,2024-11-06,146,0,12
C05989,40,F,53280,Facebook,18,2,66,132,2023-05-03,2024-12-29,93,0,35
C05990,55,F,97580,Facebook,21,3,70,210,2023-12-11,2025-01-23,68,2,23
C05991,20,F,22713,TikTok,42,1,33,33,2023-02-13,2025-01-03,88,0,14
C05992,38,M,40159,Instagram,26,1,20,20,2024-03-03,2025-02-22,38,0,18
C05993,29,F,23909,TikTok,43,2,18,36,2023-08-21,2025-03-11,21,0,10
C05994,30,M,56846,Instagram,37,5,37,185,2023-10-19,2024-12-28,94,1,16
C05995,24,F,45873,TikTok,39,1,22,22,2023-02-07,2025-03-18,14,1,8
C05996,18,M,22971,TikTok,34,1,38,38,2024-04-16,2025-03-18,14,0,8
C05997,37,F,30217,Facebook,15,5,48,240,2024-01-30,2025-03-22,10,0,35
C05998,40,F,54781,Instagram,29,1,30,30,2023-12-22,2025-02-11,49,0,21
C05999,40,M,72136,Instagram,35,1,56,56,2022-06-20,2024-11-14,138,0,13
C06000,33,M,35970,Instagram,28,2,39,78,2024-02-28,2024-11-23,129,0,25
C06001,19,M,31990,TikTok,42,1,15,15,2023-09-09,2024-10-15,168,1,20
C06002,25,M,54241,TikTok,39,2,21,42,2024-03-11,2025-02-24,36,0,5
C06003,22,M,40749,Instagram,25,3,40,120,2023-11-18,2025-02-21,39,1,19
C06004,20,F,18000,Instagram,33,1,51,51,2023-06-29,2025-03-22,10,2,25
C06005,36,F,50246,Instagram,36,3,22,66,2022-06-14,2024-11-28,124,0,25
C06006,29,M,54922,Instagram,26,2,33,66,2023-10-10,2024-11-21,131,0,13
C06007,18,F,37548,TikTok,38,2,25,50,2023-09-30,2025-03-18,14,0,20
C06008,30,M,60080,Instagram,32,2,20,40,2022-09-19,2024-10-26,157,0,18
C06009,51,M,60366,Facebook,15,1,74,74,2024-05-12,2024-12-01,121,0,30
C06010,16,F,35848,TikTok,49,2,33,66,2022-10-19,2024-11-05,147,0,18
C06011,20,F,18000,TikTok,33,2,36,72,2024-02-04,2025-01-08,83,1,13
C06012,24,F,18000,Instagram,28,3,51,153,2023-04-28,2024-12-21,101,0,25
C06013,31,M,61370,Instagram,20,2,50,100,2023-10-14,2024-10-29,154,0,16
C06014,33,F,31044,Instagram,32,5,59,295,2023-10-24,2025-03-18,14,0,10
C06015,43,M,18000,Facebook,13,3,77,231,2023-07-05,2024-10-29,154,1,21
C06016,46,F,58458,Facebook,11,5,59,295,2024-07-22,2025-02-22,38,0,31
C06017,24,F,39004,TikTok,45,1,26,26,2022-10-08,2025-01-12,79,1,7
C06018,18,M,25460,Instagram,34,2,22,44,2024-02-08,2024-10-17,166,1,10
C06019,21,M,18000,Instagram,38,2,25,50,2023-07-23,2025-03-15,17,0,10
C06020,30,F,36444,TikTok,43,2,12,24,2024-01-24,2025-02-15,45,0,19
C06021,27,M,38690,TikTok,46,1,12,12,2023-12-13,2025-02-23,37,1,12
C06022,35,F,48737,Instagram,25,1,45,45,2023-04-15,2025-01-23,68,0,19
C06023,49,M,42049,Facebook,24,3,53,159,2023-10-30,2025-02-09,51,1,34
C06024,29,F,29095,TikTok,44,3,17,51,2023-02-04,2024-12-24,98,0,5
C06025,22,F,47139,Instagram,33,3,16,48,2024-03-02,2024-11-25,127,2,10
C06026,35,F,35358,Instagram,32,1,18,18,2022-08-03,2024-10-31,152,0,15
C06027,46,M,94146,Facebook,14,2,58,116,2023-06-12,2025-02-07,53,1,29
C06028,21,F,53209,TikTok,33,3,18,54,2023-12-25,2025-01-29,62,1,14
C06029,48,M,56575,Facebook,14,1,79,79,2022-06-27,2024-10-23,160,0,31
C06030,22,M,23673,Instagram,36,3,57,171,2023-08-01,2024-10-05,178,1,12
C06031,25,M,34927,Instagram,31,5,20,100,2022-06-21,2024-12-04,118,0,16
C06032,60,F,62431,Facebook,11,1,68,68,2023-12-24,2025-03-03,29,0,16
C06033,35,F,39150,Instagram,34,2,39,78,2024-03-23,2025-03-19,13,1,22
C06034,49,F,38628,Facebook,15,1,72,72,2024-07-17,2025-02-14,46,1,31
C06035,40,F,33081,Instagram,26,3,16,48,2023-09-08,2025-02-21,39,0,19
C06036,46,M,84104,Facebook,15,2,46,92,2023-10-16,2025-03-07,25,0,21
C06037,27,F,30052,Instagram,32,5,25,125,2022-11-07,2024-11-04,148,2,12
C06038,25,F,18000,TikTok,47,1,18,18,2024-04-10,2024-10-27,156,0,16
C06039,23,F,52049,Instagram,39,3,19,57,2022-11-01,2024-10-22,161,0,24
C06040,38,F,38386,Facebook,16,3,65,195,2022-08-01,2024-12-15,107,1,33
C06041,34,M,56174,Instagram,32,1,22,22,2023-07-28,2025-01-27,64,0,15
C06042,36,F,37326,Instagram,28,3,36,108,2023-10-28,2024-12-06,116,0,25
C06043,27,M,60329,TikTok,35,2,20,40,2023-06-04,2024-11-10,142,0,13
C06044,17,M,19238,TikTok,41,3,21,63,2022-06-25,2024-11-12,140,0,15
C06045,50,F,66121,Facebook,17,2,63,126,2023-09-27,2025-03-10,22,0,22
C06046,57,M,70382,Facebook,9,2,58,116,2023-01-24,2025-02-19,41,0,31
C06047,35,M,60562,Facebook,24,3,100,300,2023-05-15,2024-11-13,139,2,18
C06048,52,M,87193,Facebook,17,2,90,180,2024-01-10,2025-01-21,70,1,29
C06049,28,M,30968,TikTok,31,2,23,46,2023-10-14,2024-10-25,158,0,13
C06050,44,M,36849,Facebook,13,1,74,74,2023-04-09,2025-03-14,18,1,31
C06051,25,F,29028,TikTok,43,2,17,34,2023-01-01,2024-10-07,176,0,10
C06052,33,M,35629,Instagram,29,1,31,31,2022-06-20,2024-11-23,129,0,10
C06053,24,F,18845,Instagram,28,2,35,70,2023-12-21,2024-12-31,91,0,24
C06054,19,F,34407,Instagram,28,1,57,57,2024-02-24,2024-12-18,104,0,18
C06055,30,F,35775,TikTok,39,1,36,36,2024-04-21,2024-12-19,103,0,5
C06056,30,M,36759,Instagram,27,5,48,240,2024-04-06,2025-02-26,34,0,15
C06057,59,F,93378,Facebook,14,2,70,140,2023-02-23,2024-11-05,147,0,31
C06058,20,F,30972,TikTok,44,1,23,23,2023-06-02,2025-01-25,66,0,19
C06059,38,F,37653,Facebook,15,1,56,56,2024-01-21,2024-11-05,147,0,28
C06060,39,F,34297,Facebook,15,2,92,184,2022-07-20,2024-11-10,142,2,25
C06061,53,M,40874,Facebook,16,1,50,50,2024-04-20,2025-01-05,86,0,23
C06062,52,M,50913,Facebook,10,3,79,237,2023-01-08,2025-01-24,67,1,33
C06063,40,F,49166,Instagram,29,1,29,29,2024-04-05,2024-12-31,91,1,15
C06064,39,M,59073,Instagram,27,1,32,32,2023-05-30,2025-01-31,60,0,22
C06065,60,F,38770,Facebook,13,1,71,71,2023-09-10,2025-03-08,24,1,20
C06066,30,M,33828,TikTok,35,4,20,80,2024-07-25,2025-03-06,26,1,13
C06067,25,F,18000,TikTok,36,2,19,38,2023-01-31,2024-10-28,155,0,5
C06068,32,M,35615,Instagram,29,2,40,80,2022-07-27,2024-10-04,179,1,24
C06069,31,M,27693,Instagram,23,1,32,32,2023-09-04,2025-02-22,38,0,14
C06070,50,F,76536,Facebook,13,5,87,435,2023-04-16,2025-03-07,25,0,33
C06071,44,M,24411,Facebook,16,1,120,120,2023-03-03,2025-02-15,45,0,27
C06072,53,F,69647,Facebook,11,1,100,100,2023-06-01,2025-01-01,90,0,15
C06073,30,F,58453,TikTok,44,4,21,84,2023-10-29,2025-02-09,51,1,11
C06074,30,M,35388,Facebook,15,5,55,275,2023-04-10,2024-10-06,177,0,34
C06075,41,M,64119,Facebook,16,2,59,118,2022-07-23,2024-12-06,116,2,34
C06076,25,M,31232,Instagram,25,2,58,116,2023-05-12,2024-11-14,138,0,20
C06077,37,M,36580,Instagram,28,2,56,112,2023-12-27,2025-01-03,88,0,24
C06078,16,F,18000,TikTok,38,3,14,42,2023-02-01,2024-11-30,122,0,6
C06079,35,M,57199,Facebook,18,5,94,470,2024-03-08,2024-11-23,129,0,16
C06080,44,F,82313,Facebook,17,3,61,183,2023-10-20,2025-02-20,40,1,23
C06081,37,M,30414,Facebook,19,2,47,94,2023-05-04,2024-12-17,105,1,21
C06082,60,F,57823,Facebook,17,3,56,168,2023-10-20,2024-12-17,105,1,16
C06083,23,F,49012,Instagram,28,1,16,16,2024-06-05,2025-03-13,19,0,18
C06084,23,F,21987,TikTok,32,3,25,75,2023-08-27,2024-12-25,97,0,6
C06085,59,M,46716,Facebook,19,2,93,186,2023-07-17,2024-10-30,153,0,31
C06086,33,M,70922,Facebook,12,4,49,196,2022-10-13,2024-12-05,117,2,32
C06087,38,M,56225,Instagram,26,3,57,171,2023-03-29,2024-10-22,161,0,12
C06088,44,M,67760,Facebook,20,5,116,580,2022-11-08,2024-10-15,168,0,24
C06089,28,M,52510,TikTok,35,2,12,24,2023-07-29,2025-02-09,51,1,11
C06090,52,F,56729,Facebook,15,3,48,144,2024-04-08,2025-02-24,36,0,17
C06091,18,F,29870,TikTok,45,4,31,124,2023-08-06,2025-02-16,44,1,20
C06092,38,M,18000,Instagram,22,4,52,208,2023-03-15,2025-01-02,89,0,17
C06093,24,M,18446,Instagram,35,2,25,50,2023-09-02,2025-02-07,53,0,10
C06094,26,M,25628,TikTok,30,1,40,40,2024-02-28,2024-12-26,96,0,11
C06095,33,M,43922,Instagram,33,2,56,112,2023-07-14,2025-02-25,35,1,11
C06096,49,F,94851,Facebook,17,1,58,58,2023-10-07,2024-11-04,148,1,16
C06097,20,F,18000,Instagram,27,3,41,123,2023-06-29,2024-12-12,110,1,11
C06098,24,F,30414,Instagram,33,2,45,90,2023-06-19,2025-02-16,44,0,18
C06099,34,F,30166,Facebook,16,1,102,102,2023-09-15,2024-11-26,126,1,32
C06100,29,F,31472,TikTok,39,3,24,72,2024-07-27,2025-02-23,37,0,11
C06101,19,F,31966,TikTok,42,3,27,81,2024-04-12,2024-12-04,118,0,13
C06102,59,F,82701,Facebook,11,1,106,106,2024-04-21,2024-12-22,100,2,18
C06103,26,F,33042,Instagram,31,1,48,48,2023-06-07,2024-12-23,99,2,23
C06104,30,M,43340,Instagram,13,3,19,57,2022-07-25,2024-10-25,158,0,21
C06105,25,M,39814,Instagram,39,4,53,212,2022-05-15,2024-10-10,173,0,25
C06106,22,F,49288,TikTok,30,1,35,35,2023-09-04,2024-10-21,162,0,19
C06107,34,M,60006,Instagram,34,3,26,78,2023-10-27,2024-11-04,148,1,25
C06108,39,F,18000,Instagram,19,1,50,50,2022-11-14,2024-12-10,112,0,13
C06109,23,F,21078,TikTok,41,1,35,35,2023-11-03,2025-03-02,30,0,10
C06110,21,F,24438,TikTok,49,4,12,48,2023-10-03,2024-10-20,163,0,15
C06111,40,F,26932,Facebook,16,2,90,180,2022-11-26,2024-12-21,101,0,34
C06112,18,F,62126,TikTok,38,2,29,58,2023-12-20,2024-11-12,140,0,18
C06113,46,M,76866,Facebook,13,2,89,178,2024-02-06,2024-12-29,93,0,21
C06114,39,F,59116,Instagram,35,4,45,180,2023-05-05,2025-03-02,30,2,21
C06115,23,F,41687,TikTok,41,2,31,62,2022-07-21,2024-10-16,167,1,9
C06116,26,M,50417,TikTok,45,5,16,80,2024-01-27,2025-03-05,27,0,10
C06117,27,F,23599,TikTok,49,3,15,45,2023-02-24,2025-01-14,77,0,8
C06118,27,F,36813,Instagram,43,3,30,90,2023-04-05,2024-10-16,167,1,21
C06119,35,F,24828,Facebook,10,3,93,279,2023-01-26,2025-03-10,22,0,15
C06120,22,M,23937,TikTok,37,3,25,75,2022-08-03,2024-12-27,95,0,10
C06121,35,F,73193,Instagram,37,2,52,104,2024-06-05,2025-02-02,58,1,18
C06122,16,M,40194,TikTok,51,3,15,45,2022-08-15,2024-11-15,137,0,16
C06123,19,M,18000,TikTok,44,1,19,19,2022-10-09,2024-11-08,144,1,15
C06124,16,F,64702,TikTok,41,2,34,68,2024-07-24,2025-02-19,41,0,17
C06125,32,F,52579,Facebook,15,2,96,192,2023-08-09,2025-01-12,79,2,25
C06126,19,M,40088,Instagram,30,1,24,24,2023-07-16,2025-02-16,44,0,13
C06127,39,M,77526,Instagram,32,5,50,250,2022-09-13,2025-02-08,52,1,25
C06128,33,M,52686,Instagram,28,4,16,64,2024-04-12,2024-12-30,92,0,23
C06129,35,F,66736,Instagram,31,3,43,129,2024-02-28,2024-12-09,113,1,22
C06130,28,M,48890,TikTok,48,1,29,29,2023-12-28,2024-12-23,99,0,20
C06131,27,F,40213,TikTok,37,2,17,34,2023-02-13,2025-02-14,46,2,11
C06132,28,F,33524,TikTok,28,1,35,35,2024-05-13,2025-02-23,37,0,16
C06133,33,M,54404,Facebook,19,5,59,295,2023-10-23,2025-02-27,33,0,22
C06134,16,M,49644,TikTok,58,3,17,51,2024-03-17,2025-02-17,43,0,12
C06135,18,F,18000,TikTok,44,3,12,36,2023-01-20,2025-02-08,52,1,7
C06136,32,F,53218,Instagram,20,3,27,81,2024-05-04,2025-02-23,37,0,15
C06137,59,F,100714,Facebook,12,2,111,222,2023-09-26,2024-10-31,152,0,15
C06138,30,M,50932,Instagram,23,1,41,41,2023-12-29,2025-01-30,61,0,12
C06139,53,M,61189,Facebook,11,2,80,160,2023-02-07,2025-03-16,16,0,23
C06140,25,F,53276,Instagram,25,3,26,78,2022-10-28,2024-10-14,169,0,20
C06141,57,M,55036,Facebook,13,2,61,122,2022-10-31,2025-02-15,45,0,20
C06142,53,M,72675,Facebook,22,3,92,276,2023-12-07,2025-02-01,59,0,25
C06143,33,M,48729,Instagram,33,1,29,29,2022-09-15,2024-12-28,94,0,17
C06144,25,F,22407,TikTok,46,1,11,11,2023-07-04,2025-01-18,73,0,13
C06145,39,F,18000,Facebook,23,3,47,141,2024-01-02,2025-02-26,34,0,32
C06146,21,F,43783,Instagram,28,1,22,22,2023-11-18,2024-11-10,142,0,20
C06147,18,F,34074,Instagram,30,4,42,168,2023-02-27,2025-01-05,86,1,11
C06148,36,F,52494,Facebook,17,3,101,303,2023-03-13,2024-11-13,139,0,34
C06149,38,F,23668,Facebook,13,4,63,252,2023-06-18,2025-03-08,24,0,28
C06150,17,M,23714,TikTok,37,2,14,28,2024-04-29,2025-03-05,27,2,20
C06151,26,F,47990,Instagram,32,1,16,16,2022-06-29,2024-10-04,179,2,15
C06152,29,M,26201,TikTok,46,1,14,14,2023-08-08,2024-10-16,167,2,17
C06153,40,F,50296,Facebook,15,2,52,104,2023-02-16,2024-10-25,158,0,25
C06154,47,F,64671,Facebook,19,4,40,160,2023-07-27,2025-01-04,87,1,18
C06155,22,F,18000,TikTok,48,1,17,17,2024-02-02,2025-02-07,53,0,10
C06156,57,F,47869,Facebook,15,2,99,198,2023-09-03,2024-10-25,158,0,28
C06157,17,M,42015,TikTok,32,2,18,36,2023-07-29,2024-12-23,99,1,16
C06158,35,F,19735,Instagram,16,4,38,152,2023-01-11,2024-10-21,162,0,17
C06159,39,F,26011,Facebook,16,4,98,392,2022-09-22,2024-12-29,93,0,34
C06160,40,M,53192,Instagram,30,2,54,108,2024-03-06,2024-12-01,121,2,13
C06161,35,F,39314,Instagram,28,1,31,31,2023-09-21,2024-11-24,128,0,21
C06162,20,F,52911,TikTok,32,2,28,56,2024-02-24,2025-01-06,85,0,14
C06163,28,M,18000,TikTok,39,1,21,21,2023-09-28,2024-10-24,159,0,19
C06164,18,M,37368,TikTok,38,2,28,56,2023-04-21,2025-01-02,89,0,18
C06165,25,M,20503,TikTok,48,4,24,96,2022-10-16,2024-10-16,167,0,17
C06166,21,M,18000,TikTok,38,1,32,32,2023-04-07,2025-01-01,90,1,18
C06167,33,F,53752,Instagram,29,2,29,58,2023-03-20,2025-01-15,76,0,25
C06168,43,M,41005,Facebook,14,1,113,113,2022-09-23,2025-01-02,89,0,31
C06169,22,M,22701,TikTok,45,3,21,63,2024-05-23,2025-03-19,13,0,5
C06170,35,M,48007,Facebook,18,3,96,288,2023-03-02,2025-02-26,34,0,18
C06171,22,M,45477,Instagram,27,2,25,50,2024-03-15,2025-03-11,21,0,21
C06172,39,F,39517,Facebook,18,2,53,106,2023-08-24,2024-11-06,146,0,33
C06173,44,M,72262,Facebook,18,2,115,230,2023-02-12,2025-03-17,15,0,33
C06174,24,F,35956,Instagram,33,2,59,118,2023-10-25,2024-10-04,179,0,18
C06175,22,M,50299,TikTok,44,3,29,87,2023-01-15,2024-11-29,123,0,20
C06176,18,F,18000,Instagram,25,1,35,35,2022-08-06,2024-10-11,172,0,24
C06177,31,M,72211,Facebook,15,4,106,424,2022-11-08,2024-12-19,103,0,31
C06178,33,M,71770,Instagram,36,3,48,144,2023-12-14,2025-01-16,75,1,15
C06179,39,F,65072,Instagram,37,6,49,294,2023-10-21,2025-02-09,51,0,23
C06180,22,F,34648,Instagram,30,1,53,53,2023-12-07,2024-10-08,175,0,21
C06181,24,M,26209,Instagram,20,3,40,120,2023-01-26,2024-10-11,172,0,23
C06182,25,M,63971,Instagram,31,3,48,144,2023-06-15,2025-02-22,38,0,23
C06183,37,M,32009,Instagram,20,3,43,129,2022-09-11,2024-12-31,91,0,10
C06184,21,M,44751,TikTok,36,1,24,24,2023-12-20,2024-11-29,123,0,20
C06185,38,M,44820,Instagram,25,1,49,49,2024-01-31,2024-10-13,170,1,18
C06186,22,M,18000,Instagram,26,3,51,153,2023-06-10,2025-01-12,79,0,25
C06187,40,F,55721,Instagram,25,1,52,52,2023-03-17,2025-01-01,90,1,17
C06188,22,F,51260,Instagram,38,3,20,60,2022-08-10,2024-12-12,110,1,23
C06189,25,M,34406,TikTok,48,1,12,12,2022-10-04,2024-11-09,143,1,20
C06190,37,F,35558,Instagram,33,4,60,240,2024-02-26,2025-01-05,86,1,17
C06191,30,F,34174,Facebook,16,4,43,172,2022-10-10,2025-03-01,31,1,26
C06192,31,F,26725,Instagram,35,2,23,46,2023-10-09,2025-01-26,65,0,14
C06193,19,F,49424,TikTok,39,1,37,37,2023-05-10,2024-11-28,124,0,19
C06194,22,F,18000,Instagram,33,2,50,100,2022-12-11,2024-11-06,146,5,10
C06195,37,M,88106,Instagram,24,4,24,96,2022-12-05,2025-02-14,46,0,21
C06196,48,F,65873,Facebook,11,2,120,240,2023-07-20,2025-03-01,31,0,35
C06197,45,F,46457,Facebook,7,2,50,100,2023-09-20,2025-03-09,23,1,29
C06198,51,F,35818,Facebook,12,2,49,98,2023-10-25,2024-12-16,106,0,26
C06199,28,M,36854,TikTok,49,4,35,140,2022-06-27,2024-12-11,111,1,15
C06200,40,F,48546,Instagram,24,1,39,39,2023-02-23,2024-12-03,119,2,21
C06201,24,M,32690,TikTok,44,2,28,56,2024-05-24,2025-01-26,65,0,12
C06202,23,M,18000,TikTok,28,2,19,38,2024-07-12,2025-02-23,37,0,7
C06203,23,M,42086,TikTok,33,1,38,38,2024-01-11,2024-11-11,141,1,15
C06204,60,F,71775,Facebook,15,1,60,60,2023-05-14,2025-03-06,26,0,30
C06205,26,F,18000,Instagram,32,1,20,20,2023-06-13,2025-02-23,37,0,22
C06206,27,F,18000,TikTok,35,2,24,48,2023-07-28,2024-10-15,168,1,19
C06207,29,F,39223,Instagram,34,1,29,29,2022-10-20,2024-11-23,129,0,22
C06208,25,M,23283,Instagram,26,2,15,30,2023-11-09,2024-11-20,132,0,11
C06209,37,M,80943,Instagram,23,1,17,17,2023-01-03,2024-11-09,143,0,16
C06210,30,F,18000,Instagram,27,5,15,75,2024-02-21,2024-10-18,165,2,10
C06211,36,M,40007,Facebook,17,2,102,204,2024-03-31,2025-01-18,73,0,33
C06212,59,F,72123,Facebook,11,1,95,95,2023-11-07,2025-03-16,16,1,32
C06213,36,M,83427,Facebook,15,1,70,70,2022-10-14,2025-02-10,50,2,15
C06214,37,F,25311,Instagram,32,1,29,29,2022-07-18,2024-10-21,162,1,12
C06215,37,F,30804,Facebook,15,2,41,82,2023-03-01,2024-11-19,133,1,21
C06216,33,F,46406,Facebook,19,3,40,120,2023-11-30,2025-03-03,29,0,20
C06217,46,M,64824,Facebook,12,1,119,119,2023-10-14,2025-03-18,14,2,23
C06218,40,F,82749,Instagram,28,1,25,25,2023-05-16,2024-12-01,121,0,12
C06219,24,F,46830,TikTok,27,3,31,93,2022-10-22,2024-11-09,143,0,16
C06220,26,F,18000,Instagram,24,2,60,120,2023-10-24,2024-11-25,127,1,11
C06221,35,M,69486,Facebook,23,4,52,208,2023-02-06,2024-12-21,101,1,34
C06222,25,F,36153,TikTok,47,1,30,30,2022-06-11,2024-10-15,168,0,6
C06223,28,F,24895,TikTok,42,3,19,57,2023-09-15,2025-01-06,85,1,7
C06224,32,F,49650,Facebook,16,3,77,231,2022-10-01,2025-02-06,54,1,33
C06225,19,M,21247,Instagram,41,3,55,165,2024-08-07,2025-03-07,25,0,21
C06226,30,M,44840,TikTok,51,2,36,72,2023-12-11,2024-11-16,136,1,5
C06227,35,M,39162,Instagram,28,1,18,18,2022-11-09,2025-03-08,24,0,18
C06228,58,F,68269,Facebook,17,1,95,95,2022-06-25,2024-12-11,111,1,28
C06229,39,M,44113,Facebook,12,1,65,65,2023-08-09,2024-11-05,147,1,15
C06230,30,M,18000,Instagram,25,3,15,45,2023-07-11,2024-12-01,121,1,14
C06231,39,F,54064,Facebook,13,2,55,110,2023-12-20,2025-01-12,79,0,35
C06232,58,M,60752,Facebook,17,3,76,228,2024-01-14,2025-02-22,38,1,24
C06233,37,M,39305,Instagram,18,1,58,58,2023-06-20,2025-02-15,45,0,12
C06234,56,F,64398,Facebook,25,2,104,208,2023-10-14,2025-02-18,42,0,29
C06235,30,M,55373,TikTok,40,1,10,10,2023-12-15,2024-11-22,130,0,15
C06236,16,F,36707,TikTok,34,3,33,99,2023-12-03,2024-12-06,116,1,19
C06237,25,F,18614,Instagram,27,2,20,40,2024-07-10,2025-01-30,61,2,16
C06238,45,M,67290,Facebook,16,4,113,452,2023-08-04,2025-02-12,48,1,20
C06239,40,M,62239,Instagram,16,1,55,55,2023-05-25,2025-02-03,57,0,15
C06240,30,F,35878,Facebook,14,4,83,332,2023-07-13,2024-11-08,144,1,21
C06241,18,F,28045,TikTok,27,1,15,15,2023-07-10,2025-01-30,61,1,8
C06242,27,M,41192,TikTok,35,1,11,11,2022-11-17,2024-12-02,120,3,19
C06243,29,M,23852,Instagram,29,3,43,129,2022-11-06,2025-02-24,36,0,12
C06244,30,M,51258,Facebook,11,1,104,104,2023-12-07,2025-01-22,69,0,17
C06245,38,M,61242,Facebook,10,4,47,188,2023-08-30,2024-12-23,99,1,25
C06246,55,M,77122,Facebook,17,2,49,98,2024-03-08,2025-02-18,42,1,23
C06247,44,M,46404,Facebook,23,2,77,154,2022-09-07,2024-12-07,115,0,33
C06248,25,M,21153,Instagram,27,1,58,58,2022-05-27,2024-10-07,176,1,25
C06249,33,F,31741,Instagram,35,3,58,174,2022-09-17,2025-03-02,30,0,10
C06250,27,F,36567,Instagram,29,2,26,52,2023-04-01,2024-12-24,98,1,25
C06251,32,M,44650,Facebook,18,5,57,285,2023-04-21,2024-10-11,172,1,34
C06252,27,M,24957,TikTok,30,5,18,90,2023-12-08,2025-03-20,12,1,8
C06253,22,M,33778,Instagram,36,4,34,136,2022-11-27,2024-10-14,169,2,10
