id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,total_gastado,fecha_ultima_compra,costo_adquisicion
C7137,52,F,94261,Instagram,26,2,146,2024-11-29,16
C7138,52,F,113606,TikTok,20,2,104,2024-11-05,7
C7139,59,M,107183,Instagram,21,2,192,2024-12-29,20
C7140,32,F,55014,TikTok,17,1,69,2025-02-02,11
C7141,58,F,113794,Facebook,32,1,79,2024-12-30,29
C7142,56,M,118390,TikTok,19,3,114,2025-01-11,9
C7143,41,M,53640,Facebook,17,2,166,2024-11-02,30
C7144,24,F,90023,Facebook,14,1,41,2024-11-24,25
C7145,21,F,78931,Facebook,19,2,170,2025-01-27,29
C7146,30,F,78139,TikTok,22,1,22,2024-12-15,18
C7147,20,M,51912,TikTok,15,3,63,2024-12-25,17
C7148,50,M,40626,TikTok,26,2,46,2025-01-25,14
C7149,19,F,31841,Facebook,23,3,213,2024-11-25,29
C7150,32,F,87358,Instagram,24,1,96,2025-03-05,23
C7151,34,M,59212,Instagram,21,3,282,2024-12-17,21
C7152,41,M,53652,Instagram,20,1,58,2024-12-02,19
C7153,48,F,49010,Facebook,30,1,34,2024-11-13,18
C7154,29,M,39173,Facebook,25,4,80,2025-03-02,20
C7155,36,M,34769,Instagram,20,2,46,2025-02-21,19
C7156,48,F,118193,Facebook,24,4,288,2024-10-11,19
C7157,31,F,85382,Facebook,17,1,72,2024-10-21,32
C7158,31,M,20046,Instagram,18,2,136,2024-11-01,24
C7159,46,M,53710,Facebook,20,4,384,2024-12-13,28
C7160,18,M,49145,TikTok,24,2,172,2024-12-01,8
C7161,24,F,25572,TikTok,24,2,92,2025-03-02,9
C7162,34,F,60027,Instagram,21,1,81,2025-02-03,21
C7163,25,M,104353,Instagram,29,2,192,2024-11-09,14
C7164,41,F,21331,Facebook,22,3,129,2024-12-05,27
C7165,29,M,82739,TikTok,18,3,69,2025-01-29,14
C7166,31,M,78747,Instagram,19,2,186,2024-10-10,11
C7167,31,M,105333,TikTok,16,1,69,2024-10-05,6
C7168,51,F,22020,TikTok,21,4,352,2024-10-25,10
C7169,58,F,95007,Facebook,21,5,310,2024-10-28,34
C7170,46,F,108187,Instagram,18,3,105,2024-11-15,22
C7171,29,F,26973,Facebook,20,3,273,2024-12-03,18
C7172,43,F,82887,Facebook,28,1,90,2024-11-30,28
C7173,22,M,36012,Facebook,25,3,213,2025-02-18,32
C7174,24,F,41735,Facebook,15,1,41,2025-01-23,19
C7175,25,F,45025,Facebook,12,4,244,2024-12-01,19
C7176,50,M,51299,TikTok,22,3,219,2024-12-28,13
C7177,58,M,25057,Instagram,17,3,150,2025-02-18,23
C7178,48,F,29337,TikTok,22,4,316,2025-03-20,15
C7179,23,F,93107,Facebook,10,4,228,2024-10-10,18
C7180,51,M,84486,Instagram,18,3,114,2024-12-17,11
C7181,41,M,20600,Facebook,18,3,294,2025-01-28,26
C7182,31,F,108183,Instagram,26,2,198,2024-12-10,18
C7183,55,M,79003,TikTok,26,1,27,2024-12-20,5
C7184,26,F,87541,Facebook,17,1,74,2025-02-14,24
C7185,41,M,95859,Instagram,17,1,89,2025-01-03,10
C7186,39,F,36562,TikTok,19,2,62,2025-01-25,6
C7187,43,F,63032,Instagram,23,5,365,2024-10-07,21
C7188,47,M,63442,Instagram,23,3,213,2025-01-28,19
C7189,22,M,66598,Facebook,20,2,190,2024-11-22,26
C7190,53,M,108340,Instagram,19,2,184,2024-10-12,14
C7191,46,F,29075,Facebook,18,1,70,2025-02-02,23
C7192,39,F,76176,Instagram,22,2,52,2024-11-24,23
C7193,48,F,69027,TikTok,20,4,208,2024-12-18,17
C7194,41,F,62877,Instagram,20,3,240,2025-01-01,15
C7195,24,M,50029,Facebook,20,2,102,2024-11-03,15
C7196,18,F,54221,Instagram,18,2,70,2024-12-14,20
C7197,53,F,53703,Facebook,29,4,88,2024-11-15,25
C7198,53,F,96218,Facebook,23,4,252,2025-01-18,18
C7199,23,M,35072,Instagram,17,3,282,2025-03-01,14
C7200,51,F,104853,TikTok,25,5,170,2025-03-02,9
C7201,21,M,93134,TikTok,16,3,180,2024-11-05,6
C7202,18,F,40537,Instagram,20,2,128,2024-12-07,17
C7203,18,F,86307,Facebook,22,2,194,2025-02-16,33
C7204,21,M,59131,Instagram,16,3,252,2024-12-03,21
C7205,40,F,112491,TikTok,19,1,72,2024-11-26,9
C7206,53,F,93511,Instagram,36,3,114,2025-01-28,15
C7207,26,F,43506,TikTok,21,2,122,2025-03-05,16
C7208,46,F,107404,TikTok,21,2,110,2024-12-26,11
C7209,34,M,73420,Instagram,19,2,70,2024-11-01,19
C7210,18,F,88258,Instagram,20,2,148,2024-10-30,11
C7211,20,F,111385,Instagram,26,1,46,2025-01-18,24
C7212,20,F,117305,Instagram,27,3,189,2024-12-11,12
C7213,26,F,39631,TikTok,27,3,258,2025-03-02,12
C7214,31,M,24893,Facebook,25,1,94,2025-01-08,16
C7215,54,M,92920,TikTok,25,1,76,2024-11-28,16
C7216,27,M,104814,Facebook,26,2,128,2024-11-25,17
C7217,56,F,35819,Instagram,21,1,23,2025-01-03,13
C7218,55,M,48704,TikTok,20,1,52,2025-02-17,6
C7219,31,F,62945,TikTok,17,3,240,2024-11-12,17
C7220,47,M,81662,Instagram,20,2,174,2025-02-07,20
C7221,55,F,53690,Instagram,22,3,246,2025-01-20,20
C7222,31,F,87857,Instagram,15,3,75,2024-10-26,20
C7223,59,F,72707,Instagram,16,1,75,2025-01-05,19
C7224,59,F,71724,Facebook,22,3,177,2024-10-10,26
C7225,45,F,69278,Instagram,16,2,74,2025-01-14,18
C7226,25,M,77309,Instagram,19,3,207,2025-01-29,13
C7227,39,F,25386,Instagram,32,1,45,2025-03-01,21
C7228,20,F,34174,Facebook,22,5,290,2024-10-13,28
C7229,49,F,115380,TikTok,18,2,100,2024-12-21,9
C7230,58,F,68071,TikTok,24,2,120,2025-02-10,11
C7231,22,F,64805,Instagram,22,1,56,2025-01-18,23
C7232,50,M,53860,TikTok,25,1,96,2024-12-28,13
C7233,27,F,60407,Instagram,17,3,270,2025-02-15,20
C7234,49,M,48226,Instagram,18,3,165,2025-02-16,12
C7235,36,M,30284,TikTok,19,1,86,2024-10-24,7
C7236,27,M,36244,TikTok,17,1,83,2024-12-17,12
C7237,19,F,81363,Instagram,27,5,295,2025-03-18,21
C7238,45,M,97851,Facebook,18,2,186,2024-12-14,22
C7239,52,F,34973,Instagram,17,3,213,2025-01-18,10
C7240,50,F,34944,TikTok,16,4,104,2024-12-01,5
C7241,18,F,78238,Instagram,22,3,186,2024-11-12,23
C7242,18,F,104714,Facebook,25,1,33,2024-11-06,31
C7243,38,M,116940,Instagram,13,5,170,2025-02-17,11
C7244,38,F,99830,Instagram,19,4,176,2024-11-28,18
C7245,44,F,94126,TikTok,19,1,86,2025-01-06,16
C7246,39,F,74159,Instagram,20,3,255,2024-11-13,16
C7247,39,F,47250,TikTok,17,3,234,2024-11-28,10
C7248,19,F,77186,Instagram,17,4,384,2025-02-13,24
C7249,25,F,32879,Instagram,20,3,111,2024-11-08,13
C7250,52,F,76331,TikTok,16,3,102,2025-01-07,13
C7251,54,F,86022,Instagram,21,3,117,2024-10-28,12
C7252,56,M,73532,Facebook,15,4,124,2025-01-29,34
C7253,51,F,96285,Instagram,16,1,97,2025-01-12,17
C7254,26,F,63631,Instagram,19,5,335,2024-10-07,10
C7255,35,M,107387,Instagram,26,1,54,2025-01-01,13
C7256,47,F,70802,Instagram,24,3,213,2025-03-15,17
C7257,52,M,74049,TikTok,24,1,38,2025-01-25,14
C7258,43,F,24661,TikTok,12,4,252,2024-12-22,19
C7259,55,M,20851,TikTok,27,2,166,2025-03-09,9
C7260,54,F,108629,Instagram,22,1,65,2024-12-16,20
C7261,57,F,73583,Instagram,14,4,156,2025-02-07,14
C7262,24,F,70985,Facebook,20,4,228,2024-12-18,19
C7263,18,F,74190,TikTok,26,4,200,2024-12-16,15
C7264,31,M,31476,TikTok,17,3,228,2025-03-20,10
C7265,58,M,47018,Instagram,25,2,74,2025-03-13,11
C7266,29,M,107283,Instagram,28,2,40,2025-01-11,23
C7267,28,M,68564,Instagram,20,4,96,2024-11-19,24
C7268,29,F,118040,Instagram,30,2,52,2025-03-04,23
C7269,32,F,105364,TikTok,25,3,69,2024-11-24,10
C7270,23,F,20766,Instagram,25,3,99,2024-12-02,18
C7271,36,M,82982,Facebook,21,5,370,2024-12-14,32
C7272,27,M,106580,Instagram,19,1,86,2024-10-19,21
C7273,34,F,81646,Facebook,20,3,198,2025-01-30,34
C7274,22,M,33873,Instagram,21,3,267,2024-10-22,22
C7275,53,F,66212,Instagram,25,1,69,2025-01-08,13
C7276,20,M,83216,Facebook,30,1,46,2025-01-09,16
C7277,20,F,118106,Facebook,28,2,96,2024-12-13,20
C7278,41,M,117892,TikTok,17,3,222,2024-10-12,18
C7279,18,M,66747,TikTok,14,1,80,2025-01-19,13
C7280,43,F,69868,TikTok,20,5,465,2025-01-23,16
C7281,49,M,46691,Facebook,24,4,348,2024-10-20,34
C7282,26,F,119624,TikTok,21,1,72,2025-03-04,15
C7283,18,F,85604,Facebook,20,2,198,2025-02-12,33
C7284,26,F,101387,Facebook,19,1,97,2025-02-03,33
C7285,35,F,29619,Instagram,15,2,42,2024-10-12,23
C7286,29,M,101497,Instagram,19,3,264,2024-12-14,23
C7287,23,M,74866,TikTok,27,5,150,2024-10-07,16
C7288,58,M,25143,Instagram,25,3,63,2025-02-21,20
C7289,56,M,71965,Instagram,27,1,52,2025-01-16,24
C7290,32,F,78457,Facebook,21,1,76,2024-11-29,32
C7291,50,M,67846,Instagram,26,2,160,2025-01-13,23
C7292,54,F,57293,TikTok,8,2,96,2024-11-18,6
C7293,25,F,36608,Instagram,16,2,156,2024-12-17,16
C7294,43,M,65999,TikTok,20,1,23,2025-03-11,5
C7295,46,M,101641,Facebook,9,4,276,2025-01-16,24
C7296,24,M,84636,Facebook,19,1,87,2025-03-09,28
C7297,20,F,51345,Instagram,18,4,332,2024-12-27,11
C7298,59,M,78780,Instagram,26,1,62,2024-12-18,12
C7299,26,M,88044,Facebook,23,3,159,2025-02-15,25
C7300,33,F,25577,Instagram,24,4,164,2024-11-22,15
C7301,39,F,102620,TikTok,12,2,166,2025-03-13,18
C7302,20,F,75050,Instagram,18,3,144,2025-02-15,15
C7303,52,M,98192,Instagram,17,2,192,2025-03-15,17
C7304,43,F,63383,Facebook,13,2,168,2025-02-21,19
C7305,48,F,53623,Facebook,27,3,240,2024-12-16,25
C7306,23,M,73548,Facebook,13,4,368,2024-10-29,15
C7307,55,M,82573,Instagram,17,3,150,2024-10-14,12
C7308,36,M,118802,Instagram,17,1,52,2024-10-27,10
C7309,32,M,86224,Instagram,24,3,210,2024-11-08,15
C7310,38,F,101548,Instagram,18,2,132,2025-03-13,18
C7311,43,F,98766,Facebook,14,2,188,2024-11-10,26
C7312,35,F,106257,Instagram,19,2,120,2024-10-23,24
C7313,49,F,117209,TikTok,15,2,138,2025-03-04,10
C7314,20,F,24211,Facebook,24,2,142,2024-12-16,31
C7315,45,F,61171,Instagram,20,1,37,2025-02-23,22
C7316,45,M,70355,Instagram,22,2,142,2025-01-20,10
C7317,22,M,73743,Instagram,14,3,210,2025-01-22,20
C7318,19,M,34008,Facebook,23,2,140,2024-11-14,31
C7319,21,F,69362,Instagram,19,1,58,2024-10-29,13
C7320,32,F,32534,TikTok,20,1,44,2025-02-12,13
C7321,34,F,67149,Instagram,13,4,156,2024-12-26,24
C7322,22,F,44063,Facebook,14,2,42,2024-11-18,21
C7323,20,M,23847,Instagram,24,4,312,2025-01-22,14
C7324,42,F,63085,Instagram,20,3,255,2024-12-28,16
C7325,21,M,110780,TikTok,16,4,304,2024-10-29,5
C7326,19,M,21035,Instagram,21,3,225,2025-02-05,19
C7327,25,M,116604,TikTok,14,2,196,2025-01-05,13
C7328,39,M,116507,Facebook,14,1,92,2025-03-02,32
C7329,31,F,89275,Instagram,18,2,162,2025-03-04,11
C7330,19,M,27877,Instagram,18,1,81,2025-02-24,16
C7331,39,F,24866,Facebook,17,2,112,2024-12-19,33
C7332,56,F,90547,Instagram,19,2,44,2025-02-08,10
C7333,58,M,21130,Instagram,17,4,376,2024-12-19,18
C7334,28,M,67388,Instagram,22,2,186,2024-11-24,11
C7335,52,M,60739,Instagram,10,1,89,2025-01-19,22
C7336,56,F,97657,TikTok,17,3,174,2024-11-10,8
C7337,43,F,110314,Instagram,29,2,58,2025-01-31,11
C7338,22,M,41151,Instagram,21,1,78,2025-01-30,22
C7339,58,F,43509,Instagram,23,3,279,2024-12-04,22
C7340,22,M,20515,Instagram,19,1,27,2025-03-07,16
C7341,37,M,58167,Instagram,18,4,388,2025-01-22,20
C7342,48,F,97331,Facebook,20,2,198,2024-10-30,27
C7343,23,M,115443,Instagram,18,2,194,2024-10-16,15
C7344,39,F,46765,Instagram,21,4,224,2025-01-14,16
C7345,37,M,110708,TikTok,22,4,272,2024-11-07,6
C7346,28,M,44048,Facebook,19,2,72,2025-01-31,28
C7347,19,F,64189,TikTok,19,4,296,2025-02-06,6
C7348,24,M,81281,Instagram,23,2,158,2025-02-22,17
C7349,35,M,113369,Facebook,26,2,100,2025-02-23,30
C7350,57,M,107578,TikTok,25,2,152,2024-11-29,13
C7351,43,M,80661,TikTok,17,4,388,2025-01-10,15
C7352,45,F,67096,Instagram,18,1,91,2025-01-25,24
C7353,21,M,91691,Instagram,22,2,64,2024-12-15,19
C7354,37,F,69105,TikTok,16,1,63,2025-01-22,15
C7355,20,F,83572,Instagram,17,3,204,2025-02-05,24
C7356,37,M,112810,TikTok,15,4,372,2025-03-14,12
C7357,51,F,86963,Instagram,14,2,74,2025-02-21,24
C7358,50,F,116149,TikTok,17,2,172,2025-03-14,5
C7359,57,F,47939,Instagram,15,2,166,2024-10-20,12
C7360,51,M,107742,TikTok,18,2,130,2025-03-03,16
C7361,53,M,39056,Instagram,22,2,134,2024-11-30,20
C7362,21,M,84687,TikTok,21,3,144,2024-10-25,6
C7363,59,M,43002,Facebook,16,2,48,2025-02-26,32
C7364,52,F,55562,Facebook,17,3,111,2025-02-26,15
C7365,53,F,25053,TikTok,28,1,85,2025-03-03,13
C7366,40,M,23723,Facebook,25,4,128,2025-02-01,24
C7367,19,M,105450,Facebook,27,1,36,2024-10-13,18
C7368,52,M,28480,Facebook,17,2,130,2025-02-07,34
C7369,28,F,98193,TikTok,21,1,80,2024-12-28,6
C7370,42,M,117768,Instagram,15,2,172,2025-02-18,10
C7371,53,F,37360,Instagram,27,3,189,2024-11-22,10
C7372,54,F,96440,TikTok,16,5,410,2024-11-27,13
C7373,37,F,32315,Instagram,24,2,48,2024-12-29,16
C7374,52,M,57167,Instagram,13,1,40,2024-10-12,20
C7375,42,M,110151,Facebook,17,4,192,2025-01-15,29
C7376,47,M,112816,Facebook,20,3,246,2025-02-12,31
C7377,21,M,40908,Instagram,27,2,156,2024-12-17,10
C7378,50,M,81831,Facebook,21,2,166,2025-01-08,17
C7379,41,M,61070,TikTok,16,2,56,2024-12-05,11
C7380,50,F,104047,Facebook,16,1,68,2024-10-24,18
C7381,20,M,119753,Instagram,20,3,96,2024-10-20,13
C7382,57,M,107199,Instagram,27,4,268,2024-12-15,23
C7383,25,F,69513,Facebook,16,2,72,2025-01-10,30
C7384,21,F,87552,Instagram,19,4,332,2024-11-07,11
C7385,41,M,102816,Facebook,15,2,122,2024-11-06,17
C7386,29,F,104553,Facebook,29,2,170,2025-03-15,23
C7387,21,M,84698,Instagram,18,4,312,2025-01-04,11
C7388,25,M,36761,Instagram,19,3,93,2024-12-29,18
C7389,51,M,101456,Instagram,13,4,220,2024-11-25,13
C7390,59,F,99004,Instagram,24,3,129,2024-12-12,13
C7391,33,M,114997,Instagram,22,4,152,2025-03-18,24
C7392,32,M,55352,Facebook,25,2,198,2024-12-07,17
C7393,30,F,33129,Instagram,11,5,400,2025-03-18,24
C7394,45,M,98273,Instagram,22,2,66,2025-02-19,24
C7395,23,F,50043,Facebook,25,2,46,2024-11-28,34
C7396,48,M,42218,Facebook,17,3,189,2025-03-19,28
C7397,29,M,27920,TikTok,16,2,112,2025-01-26,19
C7398,26,F,49792,TikTok,24,1,72,2024-12-07,10
C7399,38,F,23009,Instagram,25,1,57,2024-10-13,13
C7400,57,M,28327,Facebook,26,2,182,2024-12-23,18
C7401,40,M,70545,Facebook,23,1,21,2024-12-23,34
C7402,35,M,114719,TikTok,23,2,92,2025-02-11,6
C7403,34,F,43711,TikTok,19,1,71,2025-01-02,19
C7404,33,F,33465,Instagram,14,5,110,2024-10-25,12
C7405,20,M,107304,TikTok,20,3,258,2025-01-26,16
C7406,58,F,81593,Facebook,18,3,243,2025-01-21,28
C7407,47,M,80545,TikTok,16,4,220,2025-03-08,11
C7408,54,M,69775,Instagram,31,2,44,2025-03-14,23
C7409,49,M,63820,Instagram,21,4,364,2024-12-09,24
C7410,47,M,104292,TikTok,16,5,370,2025-03-16,12
C7411,56,M,30643,Instagram,15,4,392,2025-02-17,17
C7412,52,F,107300,Instagram,24,1,33,2024-10-05,17
C7413,50,F,78420,Instagram,16,2,128,2024-12-29,14
C7414,18,F,91085,Instagram,20,5,470,2025-03-08,12
C7415,44,M,23067,Facebook,19,4,272,2024-10-22,34
C7416,34,M,80561,Facebook,19,1,56,2024-11-02,17
C7417,33,M,101519,TikTok,27,3,276,2025-02-16,15
C7418,41,M,51712,TikTok,13,3,195,2024-10-14,9
C7419,22,F,78187,TikTok,25,3,276,2025-03-03,12
C7420,37,F,62697,Instagram,15,5,205,2025-02-28,19
C7421,18,F,42871,Instagram,16,3,156,2025-01-13,13
C7422,35,F,102184,TikTok,24,1,65,2025-01-10,14
C7423,41,F,82279,TikTok,21,4,280,2024-11-20,16
C7424,36,F,47174,Instagram,16,1,57,2025-02-15,13
C7425,54,M,35273,Instagram,14,4,180,2025-02-09,17
C7426,20,M,119633,TikTok,19,2,96,2025-03-04,13
C7427,43,F,105613,Facebook,23,4,200,2025-01-04,34
C7428,48,M,39854,Instagram,19,3,219,2024-10-09,11
C7429,57,M,94860,Facebook,20,1,36,2025-02-09,21
C7430,24,F,34491,TikTok,24,2,186,2025-01-30,9
C7431,34,M,102725,Instagram,22,2,132,2025-01-13,10
C7432,59,M,82105,Instagram,24,1,28,2025-01-16,10
C7433,54,M,83406,TikTok,21,1,28,2025-01-02,17
C7434,19,F,46624,TikTok,19,3,219,2025-03-04,13
C7435,35,M,92917,Facebook,17,2,164,2025-03-08,34
C7436,35,M,41930,Facebook,16,2,70,2024-10-16,15
C7437,40,M,100998,TikTok,20,3,210,2024-11-22,7
C7438,57,F,83004,TikTok,22,3,264,2024-12-28,11
C7439,19,M,32182,TikTok,17,2,140,2025-01-12,15
C7440,33,F,79830,Facebook,11,4,228,2024-10-18,16
C7441,58,F,90344,Instagram,20,2,176,2024-11-22,18
C7442,34,F,21817,TikTok,11,3,276,2024-11-27,11
C7443,23,F,66979,Instagram,19,1,61,2024-11-06,10
C7444,34,F,76042,Instagram,18,1,64,2025-02-18,20
C7445,37,F,66241,Instagram,13,1,58,2024-11-30,12
C7446,38,M,99744,Instagram,23,1,22,2024-11-07,10
C7447,49,F,36040,TikTok,21,2,194,2025-02-23,8
C7448,45,M,34676,Facebook,21,4,212,2025-01-17,30
C7449,37,M,57145,Facebook,24,2,174,2024-12-12,33
C7450,53,F,50786,TikTok,26,1,63,2025-01-31,6
C7451,18,F,83701,Instagram,19,1,76,2024-10-08,18
C7452,22,M,79882,Facebook,19,3,195,2024-11-25,25
C7453,33,M,40823,Facebook,18,1,36,2024-11-19,28
C7454,53,M,57033,Instagram,20,3,63,2024-10-19,11
C7455,53,F,38143,Instagram,16,4,116,2025-02-12,18
C7456,26,F,33459,Instagram,16,3,123,2024-10-22,24
C7457,41,M,75203,TikTok,16,2,194,2025-02-04,6
C7458,41,M,73878,Instagram,20,3,156,2024-11-14,14
C7459,45,F,114106,Facebook,19,4,88,2025-01-26,31
C7460,29,M,101433,Facebook,27,1,77,2024-10-08,16
C7461,36,F,59266,TikTok,16,1,78,2024-11-13,7
C7462,22,M,48689,Instagram,17,1,73,2025-02-11,24
C7463,39,F,103971,Facebook,23,3,105,2024-12-17,26
C7464,53,M,107673,TikTok,21,3,243,2024-11-25,5
C7465,37,M,52866,Facebook,19,1,46,2025-02-02,29
C7466,26,F,66273,Facebook,21,2,56,2024-12-23,20
C7467,30,F,106918,Instagram,13,2,76,2024-12-03,17
C7468,31,M,65983,Instagram,16,3,129,2024-10-16,18
C7469,25,F,103673,Facebook,24,3,279,2024-10-13,29
C7470,48,F,89708,Instagram,15,5,155,2024-10-06,23
C7471,22,M,38361,Facebook,19,3,225,2024-10-27,17
C7472,40,F,104266,Facebook,22,3,138,2024-11-03,17
C7473,24,M,89859,TikTok,16,3,132,2024-12-11,18
C7474,32,M,37821,Instagram,19,3,255,2025-03-01,21
C7475,40,M,112051,Facebook,22,1,67,2025-02-24,27
C7476,47,M,37124,Instagram,17,4,104,2025-01-12,24
C7477,52,M,82424,Instagram,21,4,144,2024-10-21,14
C7478,51,F,83493,Instagram,20,4,352,2025-02-03,19
C7479,40,F,52858,TikTok,20,2,52,2024-10-29,9
C7480,59,F,57864,Facebook,14,2,54,2024-12-03,25
C7481,44,F,59766,Facebook,24,1,99,2024-11-25,24
C7482,23,F,103023,Instagram,19,5,255,2025-03-21,18
C7483,38,M,83983,Facebook,13,4,168,2024-10-09,17
C7484,25,M,75019,Facebook,14,4,164,2025-02-15,18
C7485,32,M,43160,Instagram,20,1,93,2025-02-25,18
C7486,36,F,48025,Instagram,23,3,63,2025-01-04,16
C7487,37,M,95193,TikTok,26,5,190,2025-01-30,11
C7488,39,F,67141,TikTok,19,2,122,2024-12-17,16
C7489,45,M,93329,Facebook,19,1,36,2024-12-16,28
C7490,50,M,105093,Facebook,20,1,58,2025-02-23,21
C7491,35,M,101481,Instagram,16,4,388,2025-03-10,20
C7492,18,M,28607,Facebook,26,2,180,2025-02-01,24
C7493,53,M,71461,TikTok,19,1,87,2025-03-19,6
C7494,28,F,90760,Instagram,21,3,99,2024-11-12,13
C7495,32,F,49204,Instagram,24,3,204,2025-01-02,22
C7496,25,M,112856,Instagram,23,1,27,2024-10-27,14
C7497,47,M,53882,TikTok,20,3,291,2025-01-18,8
C7498,47,M,114132,TikTok,26,2,156,2024-12-02,6
C7499,53,F,65514,Facebook,19,3,222,2025-01-13,26
C7500,22,M,39446,Instagram,22,3,222,2025-02-06,24
C7501,45,F,76634,TikTok,30,2,142,2025-03-12,11
C7502,49,M,28881,Instagram,17,3,219,2024-11-09,11
C7503,35,M,101399,TikTok,19,3,270,2024-10-27,9
C7504,18,M,114368,Instagram,15,2,94,2025-02-04,10
C7505,34,M,82281,Facebook,20,3,264,2025-01-04,22
C7506,50,F,106122,Instagram,17,3,123,2024-10-12,21
C7507,23,F,52866,Instagram,20,2,40,2024-11-21,16
C7508,37,F,49270,Instagram,14,3,216,2024-10-13,13
C7509,47,F,86434,Facebook,17,3,102,2024-11-24,26
C7510,38,F,26164,Facebook,27,2,90,2025-01-07,24
C7511,38,M,94797,Instagram,17,4,252,2024-12-26,23
C7512,49,M,72203,TikTok,21,1,52,2025-01-27,12
C7513,40,M,89500,Instagram,22,2,156,2025-01-23,14
C7514,30,M,116908,Instagram,14,2,90,2024-12-19,17
C7515,39,M,80977,Facebook,22,3,96,2024-10-07,31
C7516,24,M,115914,Instagram,20,3,66,2025-01-20,19
C7517,48,M,47739,Instagram,18,1,72,2025-02-24,13
C7518,53,M,55779,Facebook,18,2,178,2025-03-09,18
C7519,20,M,42168,TikTok,21,2,134,2025-01-10,6
C7520,34,M,56754,Instagram,8,4,208,2024-10-04,18
C7521,56,F,49887,TikTok,17,3,252,2024-12-13,10
C7522,59,M,107141,Instagram,27,2,184,2024-11-04,16
C7523,53,M,115415,TikTok,20,1,71,2024-10-16,14
C7524,35,M,59563,Facebook,16,1,58,2025-02-07,26
C7525,21,F,111806,Facebook,29,3,117,2024-11-07,24
C7526,50,F,67555,Facebook,21,1,79,2025-02-27,20
C7527,34,F,101216,TikTok,23,1,80,2025-02-20,11
C7528,54,F,118509,TikTok,18,3,147,2024-10-16,18
C7529,33,M,87478,Facebook,20,2,46,2025-03-03,26
C7530,30,F,32126,Instagram,15,2,108,2025-02-02,11
C7531,54,F,57613,Facebook,15,4,324,2025-01-01,33
C7532,59,M,36071,Facebook,25,3,183,2025-01-28,25
C7533,50,F,37639,Facebook,13,2,150,2025-01-12,31
C7534,26,F,41450,Instagram,16,2,108,2025-01-22,15
C7535,42,M,26499,Instagram,27,2,110,2025-03-05,16
C7536,18,M,118524,Instagram,23,1,64,2025-01-10,10
C7537,42,F,83954,Facebook,22,2,162,2024-11-22,30
C7538,48,M,26464,Instagram,27,3,99,2025-02-28,18
C7539,56,M,92062,Instagram,22,1,62,2025-03-11,21
C7540,57,M,46971,Facebook,21,4,328,2024-10-05,17
C7541,35,M,91621,Instagram,23,3,204,2024-10-29,20
C7542,28,F,36438,Facebook,30,2,106,2024-10-14,26
C7543,23,M,38112,Instagram,21,2,130,2024-12-29,18
C7544,31,F,78528,Instagram,19,2,152,2024-10-11,19
C7545,50,F,86482,Facebook,21,2,90,2025-02-24,31
C7546,41,M,99351,Instagram,19,2,96,2024-12-07,10
C7547,49,F,73880,TikTok,15,1,29,2024-10-20,12
C7548,43,M,88308,Instagram,24,2,154,2025-01-06,16
C7549,53,M,112063,Instagram,24,3,234,2024-12-13,11
C7550,47,F,57560,Instagram,18,2,72,2024-11-12,23
C7551,49,M,73536,Instagram,19,2,98,2025-01-08,19
C7552,31,F,115099,Instagram,23,4,312,2025-01-20,17
C7553,46,M,22652,Facebook,17,1,97,2025-03-06,21
C7554,41,M,110572,Instagram,15,1,97,2025-02-24,17
C7555,22,F,84942,Facebook,18,3,198,2024-10-13,23
C7556,37,M,73913,Facebook,25,1,63,2024-12-31,17
C7557,59,F,108843,Instagram,23,2,168,2024-11-23,23
C7558,54,F,21392,TikTok,17,4,176,2024-11-30,15
C7559,18,F,42074,TikTok,25,2,168,2024-11-04,8
C7560,43,M,83833,Facebook,26,2,136,2024-12-08,20
C7561,34,F,39512,Facebook,15,1,20,2025-03-02,28
C7562,36,M,99973,Facebook,21,4,380,2025-03-10,16
C7563,41,M,115207,Instagram,23,2,158,2025-01-12,24
C7564,32,F,51031,Facebook,22,4,88,2025-01-19,27
C7565,52,F,63019,Facebook,24,1,61,2024-11-09,34
C7566,22,F,37685,TikTok,35,3,129,2025-01-10,5
C7567,51,F,73461,Facebook,26,5,410,2025-01-05,21
C7568,36,F,26553,Facebook,18,1,88,2024-11-16,31
C7569,31,F,41994,Instagram,19,2,60,2025-03-14,18
C7570,21,F,118416,Instagram,17,3,285,2025-01-13,24
C7571,45,M,61335,Instagram,21,4,396,2025-01-09,16
C7572,50,F,65732,TikTok,22,2,126,2024-11-28,5
C7573,23,M,114014,Instagram,17,1,55,2025-03-19,12
C7574,31,F,95490,Facebook,27,2,96,2024-11-23,17
C7575,29,M,62132,Facebook,14,5,455,2024-11-04,15
C7576,22,M,83719,Facebook,17,2,116,2024-10-12,25
C7577,25,F,62911,TikTok,17,2,92,2025-01-29,16
C7578,28,M,46862,Instagram,24,3,198,2025-02-14,16
C7579,43,M,107254,TikTok,24,2,162,2024-11-17,15
C7580,42,F,103744,Instagram,24,2,68,2025-03-03,13
C7581,39,F,71143,Instagram,21,3,228,2024-10-15,16
C7582,28,F,31434,Facebook,17,4,224,2024-12-29,22
C7583,25,F,91312,Facebook,17,2,164,2024-11-04,20
C7584,37,F,83102,Facebook,27,1,39,2025-01-10,23
C7585,23,F,53169,Instagram,24,3,141,2024-12-24,17
