Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,CAC,LTV,Rentabilidad,LTV_CAC_Ratio
1921,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Bank Transfer,Standard,No,No,40,Cash,Every 3 Months,80.0,1716,28.6,21.45
1922,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Cash,Store Pickup,No,No,13,Venmo,Annually,102.0,406,4.951219512195122,3.980392156862745
1923,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,PayPal,Standard,No,No,9,PayPal,Monthly,94.0,684,7.276595744680851,7.276595744680851
1924,64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,PayPal,Standard,No,No,7,Cash,Annually,,916,23.487179487179485,23.487179487179485
1925,30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Venmo,Free Shipping,No,No,42,PayPal,Quarterly,36.0,1828,50.77777777777778,50.77777777777778
1926,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Venmo,Express,No,No,44,Credit Card,Fortnightly,,1632,19.428571428571427,19.428571428571427
1927,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3.0,No,Venmo,Express,No,No,6,PayPal,Annually,59.0,467,7.915254237288136,7.915254237288136
1928,40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Debit Card,Standard,No,No,8,Cash,Every 3 Months,117.0,1679,17.309278350515463,14.350427350427351
1929,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,PayPal,Standard,No,No,10,PayPal,Weekly,66.0,1459,22.106060606060606,22.106060606060606
1930,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Debit Card,Standard,No,No,46,Venmo,Quarterly,81.0,791,12.967213114754099,9.765432098765432
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Bank Transfer,Store Pickup,No,No,26,Cash,Weekly,52.0,1970,61.5625,37.88461538461539
1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,PayPal,Store Pickup,No,No,6,Debit Card,Every 3 Months,82.0,553,6.7439024390243905,6.7439024390243905
1933,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5.0,No,Cash,Free Shipping,No,No,47,Credit Card,Every 3 Months,114.0,1310,13.936170212765957,11.491228070175438
1934,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Cash,Next Day Air,No,No,28,Venmo,Annually,,455,4.89247311827957,4.89247311827957
1935,34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,23,Bank Transfer,Annually,83.0,1943,23.40963855421687,23.40963855421687
1936,19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Debit Card,Free Shipping,No,No,45,Cash,Fortnightly,49.0,671,23.137931034482758,13.693877551020408
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,PayPal,2-Day Shipping,No,No,44,PayPal,Every 3 Months,62.0,793,12.790322580645162,12.790322580645162
1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,Venmo,2-Day Shipping,No,No,11,Bank Transfer,Monthly,70.0,1387,27.74,19.814285714285713
1939,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Bank Transfer,Standard,No,No,39,Debit Card,Bi-Weekly,87.0,1180,17.611940298507463,13.563218390804598
1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Bank Transfer,Store Pickup,No,No,20,PayPal,Every 3 Months,96.0,658,6.854166666666667,6.854166666666667
1941,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,Venmo,2-Day Shipping,No,No,48,PayPal,Fortnightly,98.0,863,8.806122448979592,8.806122448979592
1942,55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,PayPal,Standard,No,No,46,Credit Card,Quarterly,,1215,121.5,121.5
1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Credit Card,Express,No,No,22,PayPal,Monthly,101.0,543,6.703703703703703,5.376237623762377
1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Debit Card,Next Day Air,No,No,45,Cash,Annually,105.0,443,5.211764705882353,4.219047619047619
1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Debit Card,Free Shipping,No,No,49,Cash,Every 3 Months,70.0,1771,35.42,25.3
1946,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,Debit Card,2-Day Shipping,No,No,9,Credit Card,Every 3 Months,76.0,928,16.571428571428573,12.210526315789474
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Bank Transfer,Standard,No,No,41,Credit Card,Quarterly,47.0,830,30.74074074074074,17.659574468085108
1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Debit Card,Store Pickup,No,No,2,PayPal,Monthly,100.0,1472,18.4,14.72
1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Debit Card,Next Day Air,No,No,39,PayPal,Bi-Weekly,101.0,955,11.790123456790123,9.455445544554456
1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Venmo,Store Pickup,No,No,12,PayPal,Quarterly,96.0,512,6.7368421052631575,5.333333333333333
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Cash,Free Shipping,No,No,26,PayPal,Every 3 Months,39.0,440,11.282051282051283,11.282051282051283
1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Bank Transfer,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,92.0,698,7.586956521739131,7.586956521739131
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,PayPal,2-Day Shipping,No,No,50,Cash,Bi-Weekly,,416,4.244897959183674,4.244897959183674
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Cash,Standard,No,No,3,PayPal,Fortnightly,63.0,1432,33.30232558139535,22.73015873015873
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Bank Transfer,Free Shipping,No,No,3,Venmo,Quarterly,32.0,397,12.40625,12.40625
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Credit Card,Express,No,No,37,Cash,Monthly,41.0,1623,77.28571428571429,39.58536585365854
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Cash,Express,No,No,20,Credit Card,Fortnightly,38.0,584,32.44444444444444,15.368421052631579
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,26,Cash,Bi-Weekly,44.0,1032,23.454545454545453,23.454545454545453
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,No,No,47,Cash,Quarterly,36.0,1564,97.75,43.44444444444444
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Credit Card,Store Pickup,No,No,7,Credit Card,Every 3 Months,,1002,16.983050847457626,16.983050847457626
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,Annually,65.0,219,4.866666666666666,3.3692307692307693
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Cash,Free Shipping,No,No,45,Debit Card,Quarterly,,1759,31.98181818181818,31.98181818181818
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Debit Card,Standard,No,No,20,PayPal,Fortnightly,26.0,1614,62.07692307692308,62.07692307692308
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Bank Transfer,Standard,No,No,11,Credit Card,Weekly,76.0,1644,29.357142857142858,21.63157894736842
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,PayPal,Express,No,No,50,Debit Card,Monthly,107.0,1746,20.06896551724138,16.317757009345794
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Venmo,Express,No,No,25,Debit Card,Quarterly,75.0,1326,24.10909090909091,17.68
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Venmo,Express,No,No,5,Credit Card,Fortnightly,73.0,297,4.068493150684931,4.068493150684931
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Venmo,Standard,No,No,4,Venmo,Annually,110.0,265,2.9444444444444446,2.409090909090909
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,No,No,25,Credit Card,Weekly,54.0,787,23.147058823529413,14.574074074074074
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,PayPal,Next Day Air,No,No,11,Bank Transfer,Fortnightly,117.0,1679,17.309278350515463,14.350427350427351
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Debit Card,Next Day Air,No,No,4,Credit Card,Bi-Weekly,26.0,1948,74.92307692307692,74.92307692307692
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,PayPal,Next Day Air,No,No,1,Venmo,Monthly,67.0,1056,15.761194029850746,15.761194029850746
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Debit Card,Express,No,No,48,PayPal,Every 3 Months,88.0,1437,16.329545454545453,16.329545454545453
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Debit Card,Standard,No,No,9,Venmo,Every 3 Months,36.0,1311,81.9375,36.416666666666664
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Fortnightly,82.0,1206,14.707317073170731,14.707317073170731
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Credit Card,Express,No,No,4,Cash,Quarterly,36.0,1072,29.77777777777778,29.77777777777778
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Debit Card,Next Day Air,No,No,43,PayPal,Fortnightly,96.0,1232,12.833333333333334,12.833333333333334
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Debit Card,Free Shipping,No,No,32,Bank Transfer,Annually,,926,15.694915254237289,15.694915254237289
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Cash,Store Pickup,No,No,1,Cash,Quarterly,16.0,303,18.9375,18.9375
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Fortnightly,103.0,319,3.8433734939759034,3.0970873786407767
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Venmo,Store Pickup,No,No,25,PayPal,Fortnightly,,1023,56.833333333333336,56.833333333333336
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Cash,Express,No,No,42,PayPal,Quarterly,,904,10.511627906976743,10.511627906976743
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,PayPal,2-Day Shipping,No,No,32,PayPal,Monthly,91.0,1426,15.67032967032967,15.67032967032967
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Credit Card,Next Day Air,No,No,21,Debit Card,Quarterly,69.0,1050,15.217391304347826,15.217391304347826
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,Bank Transfer,2-Day Shipping,No,No,26,PayPal,Fortnightly,81.0,1135,18.60655737704918,14.012345679012345
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,Cash,2-Day Shipping,No,No,6,Credit Card,Fortnightly,21.0,1472,70.0952380952381,70.0952380952381
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,Debit Card,2-Day Shipping,No,No,14,Venmo,Quarterly,23.0,365,15.869565217391305,15.869565217391305
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Debit Card,Express,No,No,4,Cash,Quarterly,76.0,1753,23.06578947368421,23.06578947368421
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Credit Card,Free Shipping,No,No,26,Bank Transfer,Weekly,100.0,488,6.1,4.88
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Cash,Express,No,No,39,PayPal,Bi-Weekly,55.0,552,10.036363636363637,10.036363636363637
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,Debit Card,2-Day Shipping,No,No,15,PayPal,Annually,91.0,1114,12.241758241758241,12.241758241758241
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Venmo,Next Day Air,No,No,1,Venmo,Every 3 Months,,722,15.361702127659575,15.361702127659575
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,PayPal,2-Day Shipping,No,No,28,Venmo,Monthly,91.0,1955,27.535211267605632,21.483516483516482
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,No,No,17,Cash,Weekly,34.0,680,48.57142857142857,20.0
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Bank Transfer,Next Day Air,No,No,24,Credit Card,Weekly,66.0,539,8.166666666666666,8.166666666666666
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Credit Card,Standard,No,No,29,Debit Card,Quarterly,,719,28.76,28.76
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months,,693,19.8,19.8
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly,96.0,1002,10.4375,10.4375
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly,106.0,1052,12.232558139534884,9.924528301886792
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,26,Debit Card,Monthly,99.0,470,5.949367088607595,4.747474747474747
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,Venmo,2-Day Shipping,No,No,25,Cash,Bi-Weekly,31.0,2074,66.90322580645162,66.90322580645162
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Debit Card,Free Shipping,No,No,2,Debit Card,Fortnightly,50.0,846,16.92,16.92
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Cash,Express,No,No,19,PayPal,Every 3 Months,70.0,1230,24.6,17.571428571428573
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Venmo,Express,No,No,32,Cash,Quarterly,,1230,64.73684210526316,64.73684210526316
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,Cash,2-Day Shipping,No,No,13,Cash,Bi-Weekly,,1008,24.0,24.0
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,PayPal,Store Pickup,No,No,30,PayPal,Fortnightly,,1357,29.5,29.5
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Debit Card,Express,No,No,2,Credit Card,Annually,66.0,843,12.772727272727273,12.772727272727273
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,Cash,2-Day Shipping,No,No,8,PayPal,Quarterly,75.0,444,8.072727272727272,5.92
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,No,No,27,PayPal,Every 3 Months,100.0,200,2.5,2.0
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Venmo,Next Day Air,No,No,26,Venmo,Bi-Weekly,,542,17.483870967741936,17.483870967741936
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,Venmo,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly,102.0,1492,18.195121951219512,14.627450980392156
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Debit Card,Express,No,No,4,Bank Transfer,Monthly,,1453,14.826530612244898,14.826530612244898
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Bank Transfer,Store Pickup,No,No,5,Cash,Fortnightly,102.0,1537,18.74390243902439,15.068627450980392
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,PayPal,Standard,No,No,25,Debit Card,Quarterly,37.0,1885,50.945945945945944,50.945945945945944
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Venmo,Standard,No,No,47,PayPal,Bi-Weekly,83.0,1660,26.349206349206348,20.0
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,No,No,8,Credit Card,Fortnightly,77.0,1457,18.92207792207792,18.92207792207792
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Credit Card,Standard,No,No,20,Debit Card,Fortnightly,,1244,18.567164179104477,18.567164179104477
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,118.0,1057,10.785714285714286,8.957627118644067
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,No,No,20,Bank Transfer,Weekly,79.0,1273,16.11392405063291,16.11392405063291
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,PayPal,Store Pickup,No,No,23,Cash,Fortnightly,35.0,488,32.53333333333333,13.942857142857143
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly,36.0,667,41.6875,18.52777777777778
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Debit Card,Standard,No,No,48,Venmo,Quarterly,30.0,996,33.2,33.2
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Bank Transfer,Store Pickup,No,No,16,Cash,Bi-Weekly,84.0,1970,23.452380952380953,23.452380952380953
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Bank Transfer,Store Pickup,No,No,28,Cash,Bi-Weekly,89.0,1013,14.681159420289855,11.382022471910112
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Bank Transfer,Express,No,No,39,PayPal,Weekly,106.0,210,2.441860465116279,1.9811320754716981
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Bank Transfer,Express,No,No,43,Debit Card,Fortnightly,74.0,768,14.222222222222221,10.378378378378379
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Bank Transfer,Express,No,No,45,Bank Transfer,Every 3 Months,82.0,1997,24.353658536585368,24.353658536585368
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Venmo,Standard,No,No,50,Credit Card,Every 3 Months,,1005,22.84090909090909,22.84090909090909
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,Cash,2-Day Shipping,No,No,10,Venmo,Bi-Weekly,,969,20.617021276595743,20.617021276595743
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly,26.0,1744,67.07692307692308,67.07692307692308
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Venmo,Standard,No,No,38,Credit Card,Monthly,72.0,1839,25.541666666666668,25.541666666666668
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Credit Card,Standard,No,No,2,Credit Card,Monthly,82.0,848,13.67741935483871,10.341463414634147
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,No,13,Cash,Annually,73.0,1486,28.037735849056602,20.356164383561644
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Cash,Express,No,No,33,Venmo,Annually,51.0,1366,44.064516129032256,26.784313725490197
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Credit Card,Store Pickup,No,No,27,PayPal,Monthly,102.0,869,10.597560975609756,8.519607843137255
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Venmo,Express,No,No,43,Bank Transfer,Weekly,82.0,1819,29.338709677419356,22.182926829268293
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,PayPal,Next Day Air,No,No,46,Cash,Weekly,86.0,1287,19.5,14.965116279069768
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Cash,Express,No,No,7,Venmo,Bi-Weekly,68.0,848,12.470588235294118,12.470588235294118
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Debit Card,Next Day Air,No,No,35,Credit Card,Fortnightly,48.0,821,29.321428571428573,17.104166666666668
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Cash,Next Day Air,No,No,31,Debit Card,Bi-Weekly,88.0,401,5.897058823529412,4.556818181818182
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Debit Card,Free Shipping,No,No,42,Venmo,Quarterly,15.0,1884,125.6,125.6
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Cash,Next Day Air,No,No,14,PayPal,Bi-Weekly,69.0,929,13.46376811594203,13.46376811594203
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,35,Venmo,Monthly,,1110,69.375,69.375
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,PayPal,Standard,No,No,49,PayPal,Weekly,51.0,2235,43.8235294117647,43.8235294117647
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Cash,Free Shipping,No,No,17,PayPal,Fortnightly,107.0,1911,21.96551724137931,17.85981308411215
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,PayPal,Express,No,No,26,PayPal,Quarterly,53.0,1932,36.45283018867924,36.45283018867924
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Bank Transfer,Free Shipping,No,No,30,Cash,Every 3 Months,79.0,1828,30.983050847457626,23.139240506329113
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Cash,Store Pickup,No,No,32,Cash,Annually,69.0,1475,21.3768115942029,21.3768115942029
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Credit Card,Express,No,No,35,Bank Transfer,Quarterly,,403,16.791666666666668,16.791666666666668
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Debit Card,Standard,No,No,15,Venmo,Annually,,818,9.511627906976743,9.511627906976743
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually,62.0,731,11.790322580645162,11.790322580645162
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Cash,Free Shipping,No,No,14,Credit Card,Monthly,75.0,1256,22.836363636363636,16.746666666666666
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,PayPal,2-Day Shipping,No,No,30,Bank Transfer,Annually,75.0,1159,15.453333333333333,15.453333333333333
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly,89.0,713,8.01123595505618,8.01123595505618
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,No,No,14,PayPal,Annually,33.0,686,52.76923076923077,20.78787878787879
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly,57.0,1506,26.42105263157895,26.42105263157895
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly,44.0,1806,41.04545454545455,41.04545454545455
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Credit Card,Standard,No,No,5,PayPal,Every 3 Months,91.0,553,7.788732394366197,6.076923076923077
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Debit Card,Store Pickup,No,No,17,Bank Transfer,Quarterly,102.0,845,10.304878048780488,8.284313725490197
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Cash,Express,No,No,50,PayPal,Weekly,119.0,1591,16.07070707070707,13.369747899159664
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Debit Card,Next Day Air,No,No,23,Bank Transfer,Quarterly,89.0,1078,12.112359550561798,12.112359550561798
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,PayPal,Store Pickup,No,No,22,Debit Card,Annually,116.0,1226,12.770833333333334,10.568965517241379
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,PayPal,Standard,No,No,15,Cash,Quarterly,43.0,798,18.558139534883722,18.558139534883722
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Venmo,Standard,No,No,32,Cash,Monthly,116.0,1468,15.291666666666666,12.655172413793103
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,Bank Transfer,2-Day Shipping,No,No,5,Bank Transfer,Monthly,,1388,20.115942028985508,20.115942028985508
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,PayPal,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly,,1408,52.148148148148145,52.148148148148145
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Credit Card,Store Pickup,No,No,44,Debit Card,Fortnightly,,1063,20.056603773584907,20.056603773584907
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,No,No,23,Cash,Fortnightly,116.0,1071,11.15625,9.232758620689655
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Credit Card,Store Pickup,No,No,44,Venmo,Monthly,92.0,1088,11.826086956521738,11.826086956521738
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Cash,Free Shipping,No,No,3,Debit Card,Quarterly,52.0,1764,55.125,33.92307692307692
